SHIPMENT_ID,PO_NUMBER,ORIGIN_PORT,DESTINATION,CARRIER_SCAC,TRANSPORT_MODE,SHIP_DATE,ETA_DATE,ACTUAL_ARRIVAL_DATE,CONTAINER_NUMBER,GROSS_WEIGHT,WEIGHT_UOM,FREIGHT_COST,FREIGHT_CURRENCY,INCOTERMS,SHIPMENT_STATUS,HS_CODE
SHP-210392,4500088733,CNSHA,MER-DC-US-06,EGLV,OCEAN,14-JAN-25,12-FEB-25,14-FEB-25,MSKU1072525,"23,082 lb",LB,"1,200.00",USD,EXW,DELIVERED,851770
SHP-210393,4500088789,CNYTN,MER-DC-JP-01,MAEU,AIR,18-JAN-25,23-JAN-25,26-JAN-25,MSKU1072525,"14,670 kg",KG,"8,900.00",EUR,CIF,DELIVERED,392690
SHP-210394,4500088854,TWKHH,MER-3PL-PL-02,HLCU,TRUCK,22-JAN-25,28-JAN-25,01-FEB-25,MAEU1072893,"3,946 lb",LB,"12,700.00",USD,DDP,DELIVERED,850760
SHP-210395,4500088912,VNSGN,MER-DC-US-04,EGLV,RAIL,26-JAN-25,02-FEB-25,07-FEB-25,MAEU1072893,"19,420 kg",KG,"15,400.00",CNY,DAP,DELIVERED,853400
SHP-210396,4500088984,KRPUS,Shanghai DC,MAEU,OCEAN,30-JAN-25,26-FEB-25,23-FEB-25,EGHU1073262,"15,920 kg",KG,"17,100.00",EUR,FOB,DELIVERED,847330
SHP-210397,,JPNGO,MER-DC-SG-01,FDXG,OCEAN,03-FEB-25,03-MAR-25,N/A,EGHU1073262,"17,380 kg",KG,"19,700.00",CNY,FCA,IN_TRANSIT,392690
SHP-210398,,CNXMN,MER-DC-US-02,CMDU,OCEAN,07-FEB-25,08-MAR-25,N/A,ONEU1073630,"41,887 lb",LB,"1,300.00",EUR,EXW,IN_TRANSIT,392690
SHP-210399,,TWTPE,MER-DC-NL-01,MAEU,AIR,11-FEB-25,16-FEB-25,N/A,ONEU1073630,"12,710 kg",KG,"14,100.00",EUR,CIF,EXCEPTION,851770
SHP-210400,4500089241,CNSHA,MER-DC-GB-01,FDXG,TRUCK,15-FEB-25,21-FEB-25,22-FEB-25,MSKU1074003,"10,190 kg",KG,"18,600.00",EUR,DAP,DELIVERED,392690
SHP-210401,4500089294,CNYTN,MER-3PL-MY-03,CMDU,RAIL,19-FEB-25,26-FEB-25,28-FEB-25,MSKU1074003,"21,010 lb",LB,"1,800.00",EUR,DAP,DELIVERED,851770
SHP-210402,4500089370,TWKHH,MER-DC-US-05,FDXG,OCEAN,23-FEB-25,22-MAR-25,25-MAR-25,MAEU1074371,"17,910 kg",KG,"2,100.00",EUR,FOB,DELIVERED,392690
SHP-210403,4500089433,VNSGN,MER-DC-CN-02,ONEY,OCEAN,27-FEB-25,27-MAR-25,31-MAR-25,MAEU1074371,"24,140 lb",LB,"22,300.00",EUR,FCA,DELIVERED,852990
SHP-210404,4500089501,KRPUS,MER-3PL-US-01,HLCU,OCEAN,03-MAR-25,01-APR-25,06-APR-25,EGHU1074741,"10,490 kg",KG,"20,000.00",EUR,EXW,DELIVERED,850760
SHP-210405,4500089562,JPNGO,MER-DC-US-03,FDXG,AIR,07-MAR-25,12-MAR-25,09-MAR-25,EGHU1074741,"1,840 kg",KG,"11,800.00",EUR,CIF,DELIVERED,853400
SHP-210406,4500089630,CNXMN,MER-DC-DE-01,EGLV,TRUCK,11-MAR-25,17-MAR-25,15-MAR-25,ONEU1075119,970 kg,KG,"20,700.00",EUR,DDP,DELIVERED,853400
SHP-210407,4500900407,TWTPE,MER-DC-MX-01,HLCU,RAIL,01-AUG-24,08-AUG-24,N/A,ONEU1075119,"8,421 lb",LB,"20,200.00",CNY,DAP,IN_TRANSIT,392690
SHP-210408,,CNSHA,MER-DC-NL-01,EGLV,OCEAN,19-MAR-25,15-APR-25,N/A,MSKU1075484,"9,410 kg",KG,"2,400.00",USD,FOB,IN_TRANSIT,392690
SHP-210409,,CNYTN,MER-DC-US-06,ONEY,OCEAN,23-MAR-25,20-APR-25,N/A,MSKU1075484,"8,040 kg",KG,"17,600.00",EUR,FCA,EXCEPTION,852990
SHP-210410,4500089876,TWKHH,MER-DC-JP-01,CMDU,OCEAN,27-MAR-25,25-APR-25,27-APR-25,MAEU1075850,"41,579 lb",LB,"7,000.00",EUR,EXW,DELIVERED,847330
SHP-210411,4500089944,VNSGN,MER-3PL-PL-02,CMDU,AIR,31-MAR-25,05-APR-25,08-APR-25,MAEU1075850,"7,420 kg",KG,"22,700.00",USD,CIF,DELIVERED,850760
SHP-210412,4500087015,KRPUS,MER-DC-US-04,CMDU,TRUCK,04-APR-25,10-APR-25,14-APR-25,EGHU1076220,"5,555 lb",LB,"11,200.00",USD,DDP,DELIVERED,392690
SHP-210413,4500087080,JPNGO,MER-DC-CN-01,MAEU,RAIL,08-APR-25,15-APR-25,20-APR-25,EGHU1076220,"7,720 kg",KG,"10,700.00",USD,DAP,DELIVERED,847330
SHP-210414,4500087154,CNXMN,MER-DC-SG-01,HLCU,OCEAN,12-APR-25,09-MAY-25,06-MAY-25,ONEU1076590,"6,500 kg",KG,"19,800.00",EUR,FOB,DELIVERED,851770
SHP-210415,4500087226,TWTPE,MER-DC-US-02,EGLV,OCEAN,16-APR-25,14-MAY-25,12-MAY-25,ONEU1076590,"15,390 kg",KG,"9,500.00",EUR,FCA,DELIVERED,850760
SHP-210416,4500087293,CNSHA,MER-DC-NL-01,ONEY,OCEAN,20-APR-25,19-MAY-25,18-MAY-25,MSKU1076963,"33,047 lb",LB,"9,800.00",CNY,EXW,DELIVERED,851770
SHP-210417,,CNYTN,MER-DC-GB-01,FDXG,AIR,24-APR-25,29-APR-25,N/A,MSKU1076963,"17,940 kg",KG,"8,500.00",EUR,CIF,IN_TRANSIT,853400
SHP-210418,,TWKHH,MER-3PL-MY-03,HLCU,TRUCK,28-APR-25,04-MAY-25,N/A,MAEU1077339,"16,710 kg",KG,"6,000.00",USD,DDP,IN_TRANSIT,851770
SHP-210419,,VNSGN,MER-DC-US-05,HLCU,RAIL,02-MAY-25,09-MAY-25,N/A,MAEU1077339,"2,425 lb",LB,"2,500.00",USD,DAP,EXCEPTION,392690
SHP-210420,4500087556,KRPUS,MER-DC-CN-02,HLCU,OCEAN,06-MAY-25,02-JUN-25,05-JUN-25,EGHU1077709,"4,320 kg",KG,"11,200.00",CNY,FCA,DELIVERED,853400
SHP-210421,4500087625,JPNGO,MER-3PL-US-01,ONEY,OCEAN,10-MAY-25,07-JUN-25,11-JUN-25,EGHU1077709,"17,703 lb",LB,"2,200.00",USD,FCA,DELIVERED,392690
SHP-210422,4500087700,CNXMN,MER-DC-US-03,FDXG,OCEAN,14-MAY-25,12-JUN-25,17-JUN-25,ONEU1078078,"6,240 kg",KG,"10,200.00",EUR,EXW,DELIVERED,850760
SHP-210423,4500087759,TWTPE,MER-DC-DE-01,HLCU,AIR,18-MAY-25,23-MAY-25,20-MAY-25,ONEU1078078,"11,360 kg",KG,"13,800.00",EUR,CIF,DELIVERED,392690
SHP-210424,4500087815,CNSHA,MER-DC-MX-01,HLCU,TRUCK,22-MAY-25,28-MAY-25,26-MAY-25,MSKU1078441,"9,750 kg",KG,"18,500.00",EUR,DDP,DELIVERED,850760
SHP-210425,4500087886,CNYTN,MER-DC-NL-01,MAEU,RAIL,26-MAY-25,02-JUN-25,01-JUN-25,MSKU1078441,"28,594 lb",LB,"14,300.00",CNY,DAP,DELIVERED,392690
SHP-210426,4500087962,TWKHH,MER-DC-US-06,ONEY,OCEAN,30-MAY-25,26-JUN-25,26-JUN-25,MAEU1078818,"4,160 kg",KG,"15,000.00",USD,FOB,DELIVERED,852990
SHP-210427,,VNSGN,MER-DC-JP-01,CMDU,OCEAN,03-JUN-25,01-JUL-25,N/A,MAEU1078818,"10,560 kg",KG,"6,300.00",USD,FCA,IN_TRANSIT,852990
SHP-210428,,KRPUS,MER-3PL-PL-02,ONEY,OCEAN,07-JUN-25,06-JUL-25,N/A,EGHU1079189,"35,274 lb",LB,"1,100.00",EUR,EXW,IN_TRANSIT,853400
SHP-210429,,JPNGO,MER-DC-US-04,ONEY,AIR,11-JUN-25,16-JUN-25,N/A,EGHU1079189,"8,770 kg",KG,"4,900.00",USD,CIF,EXCEPTION,847330
SHP-210430,4500088209,CNXMN,MER-DC-CN-01,ONEY,TRUCK,15-JUN-25,21-JUN-25,25-JUN-25,ONEU1079557,"19,268 lb",LB,"12,500.00",EUR,DDP,DELIVERED,392690
SHP-210431,4500088289,TWTPE,MER-DC-SG-01,ONEY,RAIL,19-JUN-25,26-JUN-25,01-JUL-25,ONEU1079557,"6,630 kg",KG,"15,800.00",EUR,DAP,DELIVERED,392690
SHP-210432,4500088356,CNSHA,MER-DC-US-02,EGLV,OCEAN,23-JUN-25,20-JUL-25,17-JUL-25,MSKU1079920,"8,980 kg",KG,"16,700.00",CNY,FOB,DELIVERED,392690
SHP-210433,4500088424,CNYTN,MER-DC-NL-01,MAEU,OCEAN,27-JUN-25,25-JUL-25,23-JUL-25,MSKU1079920,"11,100 kg",KG,"12,500.00",EUR,FCA,DELIVERED,852990
SHP-210434,4500088500,TWKHH,MER-DC-GB-01,FDXG,OCEAN,01-JUL-25,30-JUL-25,29-JUL-25,MAEU1080292,"26,257 lb",LB,"21,100.00",USD,EXW,DELIVERED,847330
SHP-210435,4500088560,VNSGN,MER-3PL-MY-03,EGLV,AIR,05-JUL-25,10-JUL-25,10-JUL-25,MAEU1080292,"19,160 kg",KG,"9,200.00",CNY,CIF,DELIVERED,851770
SHP-210436,4500088617,KRPUS,MER-DC-US-05,EGLV,TRUCK,09-JUL-25,15-JUL-25,16-JUL-25,EGHU1080662,"5,290 kg",KG,"14,000.00",USD,DDP,DELIVERED,851770
SHP-210437,,JPNGO,MER-DC-CN-02,EGLV,RAIL,13-JUL-25,20-JUL-25,N/A,EGHU1080662,"20,767 lb",LB,"17,000.00",EUR,DAP,IN_TRANSIT,851770
SHP-210438,,CNXMN,MER-3PL-US-01,EGLV,OCEAN,17-JUL-25,13-AUG-25,N/A,ONEU1081030,"16,140 kg",KG,"6,100.00",USD,FOB,IN_TRANSIT,847330
SHP-210439,,TWTPE,MER-DC-US-03,ONEY,OCEAN,21-JUL-25,18-AUG-25,N/A,ONEU1081030,"8,774 lb",LB,"16,500.00",CNY,FCA,EXCEPTION,852990
SHP-210440,4500088866,CNSHA,Berlin DC Bldg A,ONEY,OCEAN,25-JUL-25,23-AUG-25,28-AUG-25,MSKU1081403,"1,770 kg",KG,"23,900.00",CNY,CIF,DELIVERED,853400
SHP-210441,4500088926,CNYTN,MER-DC-MX-01,CMDU,AIR,29-JUL-25,03-AUG-25,31-JUL-25,MSKU1081403,"8,360 kg",KG,"17,900.00",USD,CIF,DELIVERED,852990
SHP-210442,4500088999,TWKHH,MER-DC-NL-01,EGLV,TRUCK,02-AUG-25,08-AUG-25,06-AUG-25,MAEU1081771,"1,510 kg",KG,"12,300.00",EUR,DDP,DELIVERED,853400
SHP-210443,4500089076,VNSGN,MER-DC-US-06,MAEU,RAIL,06-AUG-25,13-AUG-25,12-AUG-25,MAEU1081771,"35,031 lb",LB,"1,200.00",EUR,DAP,DELIVERED,851770
SHP-210444,4500089130,KRPUS,MER-DC-JP-01,MAEU,OCEAN,01-DEC-24,28-DEC-24,28-DEC-24,EGHU1082140,970 kg,KG,"15,800.00",USD,FOB,DELIVERED,851770
SHP-210445,4500089191,JPNGO,MER-3PL-PL-02,HLCU,OCEAN,14-AUG-25,11-SEP-25,12-SEP-25,EGHU1082140,"15,740 kg",KG,"21,400.00",USD,FCA,DELIVERED,851770
SHP-210446,4500089249,CNXMN,MER-DC-US-04,CMDU,OCEAN,18-AUG-25,16-SEP-25,18-SEP-25,ONEU1082519,"36,398 lb",LB,"9,700.00",USD,EXW,DELIVERED,392690
SHP-210447,,TWTPE,MER-DC-CN-01,HLCU,AIR,22-AUG-25,27-AUG-25,N/A,ONEU1082519,"9,930 kg",KG,"8,900.00",CNY,CIF,IN_TRANSIT,853400
SHP-210448,,CNSHA,MER-DC-SG-01,CMDU,TRUCK,26-AUG-25,01-SEP-25,N/A,MSKU1082884,"4,497 lb",LB,"15,900.00",USD,DDP,IN_TRANSIT,853400
SHP-210449,,CNYTN,MER-DC-US-02,MAEU,RAIL,30-AUG-25,06-SEP-25,N/A,MSKU1082884,"13,700 kg",KG,"1,800.00",CNY,DAP,EXCEPTION,847330
SHP-210450,4500089515,TWKHH,MER-DC-NL-01,CMDU,OCEAN,03-SEP-25,30-SEP-25,27-SEP-25,MAEU1083250,"5,230 kg",KG,"10,800.00",USD,FOB,DELIVERED,853400
SHP-210451,4500089577,VNSGN,MER-DC-GB-01,ONEY,OCEAN,07-SEP-25,05-OCT-25,03-OCT-25,MAEU1083250,"3,620 kg",KG,"9,600.00",USD,FCA,DELIVERED,392690
SHP-210452,4500089647,KRPUS,MER-3PL-MY-03,MAEU,OCEAN,11-SEP-25,10-OCT-25,09-OCT-25,EGHU1083620,"32,694 lb",LB,"21,100.00",CNY,EXW,DELIVERED,847330
SHP-210453,4500089711,JPNGO,MER-DC-US-05,FDXG,AIR,15-SEP-25,20-SEP-25,20-SEP-25,EGHU1083620,"2,850 kg",KG,"19,900.00",EUR,CIF,DELIVERED,850760
SHP-210454,4500089761,CNXMN,MER-DC-CN-02,FDXG,TRUCK,19-SEP-25,25-SEP-25,26-SEP-25,ONEU1083990,"12,860 kg",KG,"15,600.00",USD,DDP,DELIVERED,851770
SHP-210455,4500089827,TWTPE,MER-3PL-US-01,FDXG,RAIL,23-SEP-25,30-SEP-25,02-OCT-25,ONEU1083990,"14,219 lb",LB,"7,400.00",EUR,DAP,DELIVERED,853400
SHP-210456,4500089895,CNSHA,MER-DC-US-03,FDXG,OCEAN,27-SEP-25,24-OCT-25,27-OCT-25,MSKU1084362,"12,700 kg",KG,"1,900.00",USD,FOB,DELIVERED,392690
SHP-210457,4500900457,CNYTN,MER-DC-DE-01,ONEY,OCEAN,01-OCT-25,29-OCT-25,N/A,MSKU1084362,"24,294 lb",LB,"19,100.00",EUR,FCA,IN_TRANSIT,851770
SHP-210458,,TWKHH,MER-DC-MX-01,CMDU,OCEAN,05-OCT-25,03-NOV-25,N/A,MAEU1084739,"6,090 kg",KG,"12,200.00",USD,EXW,IN_TRANSIT,392690
SHP-210459,,VNSGN,MER-DC-NL-01,HLCU,AIR,09-OCT-25,14-OCT-25,N/A,MAEU1084739,"7,670 kg",KG,"7,400.00",USD,CIF,EXCEPTION,853400
SHP-210460,4500087172,KRPUS,MER-DC-US-06,FDXG,TRUCK,13-OCT-25,19-OCT-25,17-OCT-25,EGHU1085108,"14,980 kg",KG,"7,500.00",USD,DAP,DELIVERED,850760
SHP-210461,4500087245,JPNGO,MER-DC-JP-01,FDXG,RAIL,17-OCT-25,24-OCT-25,23-OCT-25,EGHU1085108,"17,416 lb",LB,"17,600.00",EUR,DAP,DELIVERED,392690
SHP-210462,4500087308,CNXMN,MER-3PL-PL-02,HLCU,OCEAN,21-OCT-25,17-NOV-25,17-NOV-25,ONEU1085478,"6,300 kg",KG,"3,900.00",CNY,FOB,DELIVERED,851770
SHP-210463,4500087380,TWTPE,MER-DC-US-04,EGLV,OCEAN,25-OCT-25,22-NOV-25,23-NOV-25,ONEU1085478,"14,510 kg",KG,"4,700.00",USD,FCA,DELIVERED,850760
SHP-210464,4500087436,CNSHA,Shanghai DC,MAEU,OCEAN,29-OCT-25,27-NOV-25,29-NOV-25,MSKU1085841,"31,349 lb",LB,"19,500.00",USD,EXW,DELIVERED,392690
SHP-210465,4500087505,CNYTN,MER-DC-SG-01,HLCU,AIR,02-NOV-25,07-NOV-25,10-NOV-25,MSKU1085841,"1,970 kg",KG,"23,200.00",EUR,CIF,DELIVERED,850760
SHP-210466,4500087574,TWKHH,MER-DC-US-02,MAEU,TRUCK,06-NOV-25,12-NOV-25,16-NOV-25,MAEU1086217,"31,305 lb",LB,"20,300.00",USD,DDP,DELIVERED,852990
SHP-210467,,VNSGN,MER-DC-NL-01,CMDU,RAIL,10-NOV-25,17-NOV-25,N/A,MAEU1086217,"7,810 kg",KG,"9,800.00",CNY,DAP,IN_TRANSIT,851770
SHP-210468,,KRPUS,MER-DC-GB-01,EGLV,OCEAN,14-NOV-25,11-DEC-25,N/A,EGHU1086589,"5,330 kg",KG,"17,100.00",EUR,FOB,CUSTOMS_HOLD,852990
SHP-210469,,JPNGO,MER-3PL-MY-03,CMDU,OCEAN,18-NOV-25,16-DEC-25,N/A,EGHU1086589,"10,110 kg",KG,"21,100.00",CNY,FCA,EXCEPTION,850760
SHP-210470,4500087833,CNXMN,MER-DC-US-05,ONEY,OCEAN,22-NOV-25,21-DEC-25,20-DEC-25,ONEU1086957,"14,175 lb",LB,"18,100.00",CNY,EXW,DELIVERED,853400
SHP-210471,4500087906,TWTPE,MER-DC-CN-02,HLCU,AIR,26-NOV-25,01-DEC-25,01-DEC-25,ONEU1086957,"6,790 kg",KG,"17,600.00",CNY,CIF,DELIVERED,850760
SHP-210472,4500087977,CNSHA,MER-3PL-US-01,FDXG,TRUCK,30-NOV-25,06-DEC-25,07-DEC-25,MSKU1087320,"13,140 kg",KG,"14,500.00",USD,DDP,DELIVERED,392690
SHP-210473,4500088042,CNYTN,MER-DC-US-03,ONEY,RAIL,04-DEC-25,11-DEC-25,13-DEC-25,MSKU1087320,"37,103 lb",LB,"12,800.00",USD,DAP,DELIVERED,847330
SHP-210474,4500088098,TWKHH,MER-DC-DE-01,MAEU,OCEAN,08-DEC-25,04-JAN-26,07-JAN-26,MAEU1087698,"19,190 kg",KG,"20,400.00",CNY,FOB,DELIVERED,847330
SHP-210475,4500088171,VNSGN,MER-DC-MX-01,HLCU,OCEAN,12-DEC-25,09-JAN-26,13-JAN-26,MAEU1087698,"5,489 lb",LB,"21,400.00",CNY,FCA,DELIVERED,392690
SHP-210476,4500088226,KRPUS,MER-DC-NL-01,MAEU,OCEAN,16-DEC-25,14-JAN-26,19-JAN-26,EGHU1088067,"13,720 kg",KG,"10,200.00",CNY,EXW,DELIVERED,392690
SHP-210477,,JPNGO,MER-DC-US-06,ONEY,AIR,20-DEC-25,25-DEC-25,N/A,EGHU1088067,"18,170 kg",KG,"2,900.00",EUR,CIF,IN_TRANSIT,850760
SHP-210478,,CNXMN,MER-DC-JP-01,MAEU,TRUCK,24-DEC-25,30-DEC-25,N/A,ONEU1088435,"6,340 kg",KG,"4,700.00",USD,DDP,IN_TRANSIT,851770
SHP-210479,,TWTPE,MER-3PL-PL-02,ONEY,RAIL,28-DEC-25,04-JAN-26,N/A,ONEU1088435,"32,099 lb",LB,"7,100.00",CNY,DAP,EXCEPTION,853400
SHP-210480,4500088509,CNSHA,MER-DC-US-04,MAEU,OCEAN,01-JAN-26,28-JAN-26,28-JAN-26,MSKU1088809,"1,440 kg",KG,"11,500.00",USD,FCA,DELIVERED,853400
SHP-210481,4500088570,CNYTN,MER-DC-CN-01,MAEU,OCEAN,06-JUN-25,04-JUL-25,05-JUL-25,MSKU1088809,"17,690 kg",KG,"21,700.00",USD,FCA,DELIVERED,850760
SHP-210482,4500088631,TWKHH,MER-DC-SG-01,EGLV,OCEAN,09-JAN-26,07-FEB-26,09-FEB-26,MAEU1089176,"6,922 lb",LB,"4,300.00",USD,EXW,DELIVERED,847330
SHP-210483,4500088694,VNSGN,MER-DC-US-02,HLCU,AIR,13-JAN-26,18-JAN-26,21-JAN-26,MAEU1089176,900 kg,KG,"10,300.00",CNY,CIF,DELIVERED,853400
SHP-210484,4500088756,KRPUS,MER-DC-NL-01,MAEU,TRUCK,17-JAN-26,23-JAN-26,27-JAN-26,EGHU1089546,"24,846 lb",LB,"18,500.00",EUR,DDP,DELIVERED,847330
SHP-210485,4500088826,JPNGO,MER-DC-GB-01,FDXG,RAIL,21-JAN-26,28-JAN-26,02-FEB-26,EGHU1089546,"11,070 kg",KG,"10,800.00",USD,DAP,DELIVERED,853400
SHP-210486,4500088879,CNXMN,MER-3PL-MY-03,FDXG,OCEAN,25-JAN-26,21-FEB-26,18-FEB-26,ONEU1089914,"3,530 kg",KG,"5,800.00",CNY,FOB,DELIVERED,853400
SHP-210487,,TWTPE,MER-DC-US-05,EGLV,OCEAN,29-JAN-26,26-FEB-26,N/A,ONEU1089914,"12,530 kg",KG,"3,400.00",CNY,FCA,IN_TRANSIT,853400
SHP-210488,,CNSHA,MER-DC-CN-02,ONEY,OCEAN,02-FEB-26,03-MAR-26,N/A,MSKU1090283,"10,626 lb",LB,"23,400.00",USD,EXW,IN_TRANSIT,851770
SHP-210489,,CNYTN,MER-3PL-US-01,EGLV,AIR,06-FEB-26,11-FEB-26,N/A,MSKU1090283,"9,890 kg",KG,"13,500.00",CNY,CIF,EXCEPTION,851770
SHP-210490,4500089146,TWKHH,MER-DC-US-03,FDXG,TRUCK,10-FEB-26,16-FEB-26,17-FEB-26,MAEU1090650,"13,490 kg",KG,"11,600.00",USD,DDP,DELIVERED,852990
SHP-210491,4500089203,VNSGN,MER-DC-DE-01,HLCU,RAIL,14-FEB-26,21-FEB-26,23-FEB-26,MAEU1090650,"39,484 lb",LB,"19,800.00",USD,DAP,DELIVERED,850760
SHP-210492,4500089260,KRPUS,MER-DC-MX-01,MAEU,OCEAN,18-FEB-26,17-MAR-26,20-MAR-26,EGHU1091029,930 kg,KG,"8,700.00",USD,FOB,DELIVERED,851770
SHP-210493,4500089327,JPNGO,MER-DC-NL-01,MAEU,OCEAN,22-FEB-26,22-MAR-26,26-MAR-26,EGHU1091029,"24,713 lb",LB,"18,800.00",EUR,FCA,DELIVERED,852990
SHP-210494,4500089395,CNXMN,MER-DC-US-06,MAEU,OCEAN,26-FEB-26,27-MAR-26,01-APR-26,ONEU1091399,"17,040 kg",KG,"23,200.00",CNY,EXW,DELIVERED,851770
SHP-210495,4500089468,TWTPE,MER-DC-JP-01,FDXG,AIR,02-MAR-26,07-MAR-26,04-MAR-26,ONEU1091399,"17,740 kg",KG,"22,800.00",USD,CIF,DELIVERED,852990
SHP-210496,4500089527,CNSHA,MER-3PL-PL-02,CMDU,TRUCK,06-MAR-26,12-MAR-26,10-MAR-26,MSKU1091762,"3,240 kg",KG,"4,700.00",USD,DDP,DELIVERED,853400
SHP-210497,,CNYTN,MER-DC-US-04,EGLV,RAIL,10-MAR-26,17-MAR-26,N/A,MSKU1091762,"22,906 lb",LB,"14,400.00",CNY,DAP,IN_TRANSIT,392690
SHP-210498,,TWKHH,MER-DC-CN-01,HLCU,OCEAN,14-MAR-26,10-APR-26,N/A,MAEU1092138,"1,780 kg",KG,"14,900.00",USD,FOB,IN_TRANSIT,392690
SHP-210499,,VNSGN,MER-DC-SG-01,MAEU,OCEAN,18-MAR-26,15-APR-26,N/A,MAEU1092138,"10,690 kg",KG,"19,600.00",USD,FCA,CUSTOMS_HOLD,392690
SHP-210500,4500089779,KRPUS,MER-DC-US-02,FDXG,OCEAN,22-MAR-26,20-APR-26,22-APR-26,EGHU1092508,"12,919 lb",LB,"11,700.00",CNY,CIF,DELIVERED,852990
SHP-210501,4500089836,JPNGO,MER-DC-NL-01,FDXG,AIR,26-MAR-26,31-MAR-26,03-APR-26,EGHU1092508,"9,890 kg",KG,"12,100.00",USD,CIF,DELIVERED,851770
SHP-210502,4500089914,CNXMN,MER-DC-GB-01,EGLV,TRUCK,30-MAR-26,05-APR-26,09-APR-26,ONEU1092878,"33,576 lb",LB,"16,300.00",EUR,DDP,DELIVERED,852990
SHP-210503,4500099900,TWTPE,MER-3PL-MY-03,CMDU,RAIL,03-APR-26,10-APR-26,15-APR-26,ONEU1092878,"5,320 kg",KG,"21,700.00",CNY,DAP,DELIVERED,850760
SHP-210504,4500087044,CNSHA,MER-DC-US-05,ONEY,OCEAN,07-APR-26,04-MAY-26,01-MAY-26,MSKU1093240,"11,340 kg",KG,"3,200.00",CNY,FOB,DELIVERED,851770
SHP-210505,4500087114,CNYTN,MER-DC-CN-02,CMDU,OCEAN,11-APR-26,09-MAY-26,07-MAY-26,MSKU1093240,"5,520 kg",KG,"7,900.00",CNY,FCA,DELIVERED,852990
SHP-210506,4500087194,TWKHH,MER-3PL-US-01,MAEU,OCEAN,15-APR-26,14-MAY-26,13-MAY-26,MAEU1093617,"35,097 lb",LB,"23,000.00",USD,EXW,DELIVERED,851770
SHP-210507,4500900507,VNSGN,MER-DC-US-03,EGLV,AIR,19-APR-26,24-APR-26,N/A,MAEU1093617,"9,100 kg",KG,"23,100.00",CNY,CIF,IN_TRANSIT,852990
SHP-210508,,KRPUS,Berlin DC Bldg A,HLCU,TRUCK,23-APR-26,29-APR-26,N/A,EGHU1093989,"2,130 kg",KG,"1,000.00",EUR,DDP,IN_TRANSIT,847330
SHP-210509,,JPNGO,MER-DC-MX-01,FDXG,RAIL,27-APR-26,04-MAY-26,N/A,EGHU1093989,"4,343 lb",LB,"22,000.00",USD,DAP,EXCEPTION,852990
SHP-210510,4500087452,CNXMN,MER-DC-NL-01,EGLV,OCEAN,01-MAY-26,28-MAY-26,31-MAY-26,ONEU1094356,"12,800 kg",KG,"19,300.00",EUR,FOB,DELIVERED,851770
SHP-210511,4500087519,TWTPE,MER-DC-US-06,MAEU,OCEAN,05-MAY-26,02-JUN-26,06-JUN-26,ONEU1094356,"10,053 lb",LB,"10,000.00",USD,FCA,DELIVERED,851770
SHP-210512,4500087590,CNSHA,MER-DC-JP-01,ONEY,OCEAN,09-MAY-26,07-JUN-26,12-JUN-26,MSKU1094720,"15,800 kg",KG,"3,800.00",USD,EXW,DELIVERED,850760
SHP-210513,4500087661,CNYTN,MER-3PL-PL-02,CMDU,AIR,13-MAY-26,18-MAY-26,15-MAY-26,MSKU1094720,"6,390 kg",KG,"23,400.00",CNY,CIF,DELIVERED,392690
SHP-210514,4500087732,TWKHH,MER-DC-US-04,HLCU,TRUCK,17-MAY-26,23-MAY-26,21-MAY-26,MAEU1095097,"11,110 kg",KG,"3,500.00",USD,DDP,DELIVERED,851770
SHP-210515,4500087779,VNSGN,MER-DC-CN-01,FDXG,RAIL,21-MAY-26,28-MAY-26,27-MAY-26,MAEU1095097,"36,707 lb",LB,"13,300.00",EUR,DAP,DELIVERED,847330
SHP-210516,4500087847,KRPUS,MER-DC-SG-01,FDXG,OCEAN,25-MAY-26,21-JUN-26,21-JUN-26,EGHU1095467,"2,160 kg",KG,"19,400.00",EUR,FOB,DELIVERED,392690
SHP-210517,,JPNGO,MER-DC-US-02,ONEY,OCEAN,29-MAY-26,26-JUN-26,N/A,EGHU1095467,"13,660 kg",KG,"16,100.00",USD,FCA,IN_TRANSIT,850760
SHP-210518,,CNXMN,MER-DC-NL-01,MAEU,OCEAN,06-OCT-25,04-NOV-25,N/A,ONEU1095835,"11,221 lb",LB,"10,600.00",EUR,EXW,IN_TRANSIT,853400
SHP-210519,,TWTPE,MER-DC-GB-01,CMDU,AIR,06-JUN-26,11-JUN-26,N/A,ONEU1095835,"8,980 kg",KG,"20,100.00",USD,CIF,EXCEPTION,392690
SHP-210520,4500088110,CNSHA,MER-3PL-MY-03,ONEY,TRUCK,06-JAN-25,12-JAN-25,16-JAN-25,MSKU1096208,"2,358 lb",LB,"15,700.00",USD,DAP,DELIVERED,852990
SHP-210521,4500088184,CNYTN,MER-DC-US-05,ONEY,RAIL,10-JAN-25,17-JAN-25,22-JAN-25,MSKU1096208,290 kg,KG,"18,400.00",USD,DAP,DELIVERED,850760
SHP-210522,4500088249,TWKHH,MER-DC-CN-02,EGLV,OCEAN,14-JAN-25,10-FEB-25,07-FEB-25,MAEU1096576,"6,620 kg",KG,"7,500.00",CNY,FOB,DELIVERED,850760
