BOM_ID,PARENT_MODEL_CODE,PARENT_DESCRIPTION,BOM_LEVEL,COMPONENT_PART_NUMBER,COMPONENT_DESCRIPTION,COMPONENT_CATEGORY,QTY_PER_ASSEMBLY,UOM,REF_DESIGNATOR,APPROVED_SUPPLIER_ID,EFFECTIVE_FROM_DATE,EFFECTIVE_TO_DATE,ECO_NUMBER
BOM-50429,SLT11P,Meridian Slate 11 Pro 128GB Black,1,CMP-BAT-0194,Li-ion battery pack 095,BATTERY,1,EA,B09,0000111308,2022-03-15,9999-12-31,ECO-2023-0297
BOM-50430,SLT11P,Meridian Slate 11 Pro 128GB Black,2,CMP-FST-0199,torx screw 100,FASTENER,10,EA,F10,0000120213,2022-03-15,9999-12-31,ECO-2023-0297
BOM-50431,SLT11P,Meridian Slate 11 Pro 128GB Black,2,CMP-PCB-0204,main logic board assembly 105,PCBA,1,EA,P11,0000131858,2022-03-15,9999-12-31,ECO-2023-0297
BOM-50432,SLT11P,Meridian Slate 11 Pro 128GB Black,3,CMP-CBL-0209,flex ribbon cable 110,CABLE,4,EA,C12,0000110623,2022-03-15,9999-12-31,ECO-2023-0297
BOM-50433,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-DSP-0171,OLED display module 072,DISPLAY,4,EA,D01,0000125145,2022-09-15,9999-12-31,ECO-2024-0303
BOM-50434,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-ADH-0176,structural adhesive 077,ADHESIVE,1,ML,A02,0000106650,2022-09-15,2026-12-31,ECO-2024-0303
BOM-50435,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-CAM-0181,camera module 082,CAMERA,1,EA,C03,0000115555,2022-09-15,9999-12-31,ECO-2024-0303
BOM-50436,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-BAT-0186,Li-ion battery pack 087,BATTERY,2,EA,B04,0000124460,2022-09-15,9999-12-31,ECO-2024-0303
BOM-50437,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-FST-0191,torx screw 092,FASTENER,12,EA,F05,0000105965,2022-09-15,9999-12-31,ECO-2024-0303
BOM-50438,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-PCB-0196,main logic board assembly 097,PCBA,1,EA,P06,0000114870,2022-09-15,9999-12-31,ECO-2024-0303
BOM-50439,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-CBL-0201,flex ribbon cable 102,CABLE,1,EA,C07,0000123775,2022-09-15,9999-12-31,ECO-2024-0304
BOM-50440,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-ENC-0206,machined housing 107,ENCLOSURE,1,EA,E08,0000105280,2022-09-15,9999-12-31,ECO-2024-0304
BOM-50441,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-DSP-0211,OLED display module 104,DISPLAY,1,EA,D09,0000114185,2022-09-15,9999-12-31,ECO-2024-0304
BOM-50442,SLTKD,Meridian Slate Kids 128GB Black,1,CMP-ADH-0216,structural adhesive 117,ADHESIVE,2,ML,A10,0000123090,2022-09-15,9999-12-31,ECO-2024-0304
BOM-50443,SLTKD,Meridian Slate Kids 128GB Black,2,CMP-CAM-0221,camera module 122,CAMERA,8,EA,C11,0000134735,2022-09-15,9999-12-31,ECO-2024-0304
BOM-50444,SLTKD,Meridian Slate Kids 128GB Black,3,CMP-BAT-0226,Li-ion battery pack 127,BATTERY,1,EA,B12,0000113500,2022-09-15,9999-12-31,ECO-2024-0304
BOM-50445,SLTKD,Meridian Slate Kids 128GB Black,2,CMP-FST-0231,torx screw 132,FASTENER,12,EA,F13,0000122405,2022-09-15,9999-12-31,ECO-2024-0305
BOM-50446,HLOB1,Meridian Halo Buds Black,1,CMP-PCB-0188,main logic board assembly 089,PCBA,1,EA,P01,0000128022,2023-08-15,9999-12-31,ECO-2025-0310
BOM-50447,HLOB1,Meridian Halo Buds Black,1,CMP-CBL-0193,flex ribbon cable 086,CABLE,8,EA,C02,0000109527,2023-08-15,9999-12-31,ECO-2025-0310
BOM-50448,HLOB1,Meridian Halo Buds Black,1,CMP-ENC-0198,machined housing 099,ENCLOSURE,8,EA,E03,0000118432,2023-08-15,9999-12-31,ECO-2025-0310
BOM-50449,HLOB1,Meridian Halo Buds Black,1,CMP-DSP-0203,OLED display module 104,DISPLAY,2,EA,D04,0000127337,2023-08-15,9999-12-31,ECO-2025-0310
BOM-50450,HLOB1,Meridian Halo Buds Black,1,CMP-ADH-0208,structural adhesive 109,ADHESIVE,1,ML,A05,0000108842,2023-08-15,9999-12-31,ECO-2025-0310
BOM-50451,HLOB1,Meridian Halo Buds Black,1,CMP-CAM-0213,camera module 114,CAMERA,1,EA,C06,0000117747,2023-08-15,9999-12-31,ECO-2025-0310
BOM-50452,HLOB1,Meridian Halo Buds Black,1,CMP-BAT-0218,Li-ion battery pack 119,BATTERY,2,EA,B07,0000126652,2023-08-15,9999-12-31,ECO-2025-0311
BOM-50453,HLOB1,Meridian Halo Buds Black,1,CMP-FST-0223,torx screw 124,FASTENER,7,EA,F08,0000108157,2023-08-15,9999-12-31,ECO-2025-0311
BOM-50454,HLOB1,Meridian Halo Buds Black,1,CMP-PCB-0228,main logic board assembly 129,PCBA,2,EA,P09,0000117062,2023-08-15,9999-12-31,ECO-2025-0311
BOM-50455,HLOB1,Meridian Halo Buds Black,1,CMP-CBL-0233,flex ribbon cable 134,CABLE,1,EA,C10,0000125967,2023-08-15,2026-12-31,ECO-2025-0311
BOM-50456,HLOB1,Meridian Halo Buds Black,1,CMP-ENC-0238,machined housing 131,ENCLOSURE,2,EA,E11,0000107472,2023-08-15,9999-12-31,ECO-2025-0311
BOM-50457,HLOB1,Meridian Halo Buds Black,3,CMP-DSP-0243,OLED display module 144,DISPLAY,2,EA,D12,0000116377,2023-08-15,9999-12-31,ECO-2025-0311
BOM-50458,HLOB1,Meridian Halo Buds Black,2,CMP-ADH-0248,structural adhesive 149,ADHESIVE,2,GR,A13,0000125282,2023-08-15,9999-12-31,ECO-2025-0312
BOM-50459,HLOB1,Meridian Halo Buds Black,2,CMP-CAM-0253,camera module 154,CAMERA,2,EA,C14,0000106787,2023-08-15,9999-12-31,ECO-2025-0312
BOM-50460,HLOB2,Meridian Halo Buds 2 Black,1,CMP-CAM-0205,camera module 106,CAMERA,2,EA,C01,0000133639,2024-04-15,9999-12-31,ECO-2026-0317
BOM-50461,HLOB2,Meridian Halo Buds 2 Black,1,CMP-BAT-0210,Li-ion battery pack 111,BATTERY,8,EA,B02,0000112404,2024-04-15,9999-12-31,ECO-2026-0317
BOM-50462,HLOB2,Meridian Halo Buds 2 Black,1,CMP-FST-0215,torx screw 116,FASTENER,10,EA,F03,0000121309,2024-04-15,9999-12-31,ECO-2026-0317
BOM-50463,HLOB2,Meridian Halo Buds 2 Black,1,CMP-PCB-0220,main logic board assembly 113,PCBA,4,EA,P04,0000132954,2024-04-15,9999-12-31,ECO-2026-0317
BOM-50464,HLOB2,Meridian Halo Buds 2 Black,1,CMP-CBL-0225,flex ribbon cable 126,CABLE,4,EA,C05,0000111719,2024-04-15,9999-12-31,ECO-2026-0317
BOM-50465,HLOB2,Meridian Halo Buds 2 Black,1,CMP-ENC-0230,machined housing 131,ENCLOSURE,8,EA,E06,0000120624,2024-04-15,9999-12-31,ECO-2026-0317
BOM-50466,HLOB2,Meridian Halo Buds 2 Black,1,CMP-DSP-0235,OLED display module 136,DISPLAY,1,EA,D07,0000132269,2024-04-15,9999-12-31,ECO-2026-0318
BOM-50467,HLOB2,Meridian Halo Buds 2 Black,1,CMP-ADH-0240,structural adhesive 141,ADHESIVE,8,ML,A08,0000111034,2024-04-15,9999-12-31,ECO-2026-0318
BOM-50468,HLOB2,Meridian Halo Buds 2 Black,1,CMP-CAM-0245,camera module 146,CAMERA,1,EA,C09,0000119939,2024-04-15,9999-12-31,ECO-2026-0318
BOM-50469,HLOB2,Meridian Halo Buds 2 Black,1,CMP-BAT-0250,Li-ion battery pack 151,BATTERY,2,EA,B10,0000128844,2024-04-15,9999-12-31,ECO-2026-0318
BOM-50470,HLOB2,Meridian Halo Buds 2 Black,1,CMP-FST-0255,torx screw 156,FASTENER,13,EA,F11,0000110349,2024-04-15,9999-12-31,ECO-2026-0318
BOM-50471,HLOB2,Meridian Halo Buds 2 Black,1,CMP-PCB-0260,main logic board assembly 161,PCBA,8,EA,P12,0000119254,2024-04-15,9999-12-31,ECO-2026-0318
BOM-50472,HLOB2,Meridian Halo Buds 2 Black,2,CMP-CBL-0265,flex ribbon cable 158,CABLE,2,EA,C13,0000128159,2024-04-15,9999-12-31,ECO-2026-0319
BOM-50473,HLOB2,Meridian Halo Buds 2 Black,2,CMP-ENC-0270,machined housing 171,ENCLOSURE,4,EA,E14,0000109664,2024-04-15,2026-12-31,ECO-2026-0319
BOM-50474,HLOB2,Meridian Halo Buds 2 Black,3,CMP-DSP-0275,OLED display module 176,DISPLAY,1,EA,D15,0000118569,2024-04-15,9999-12-31,ECO-2026-0319
BOM-50475,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-ENC-0222,machined housing 123,ENCLOSURE,8,EA,E01,0000106376,2024-08-15,9999-12-31,ECO-2023-0324
BOM-50476,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-DSP-0227,OLED display module 128,DISPLAY,2,EA,D02,0000115281,2024-08-15,9999-12-31,ECO-2023-0324
BOM-50477,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-ADH-0232,structural adhesive 133,ADHESIVE,2,ML,A03,0000124186,2024-08-15,9999-12-31,ECO-2023-0324
BOM-50478,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-CAM-0237,camera module 138,CAMERA,2,EA,C04,0000105691,2024-08-15,9999-12-31,ECO-2023-0324
BOM-50479,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-BAT-0242,Li-ion battery pack 143,BATTERY,1,EA,B05,0000114596,2024-08-15,9999-12-31,ECO-2023-0324
BOM-50480,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-FST-0247,torx screw 140,FASTENER,7,EA,F06,0000123501,2024-08-15,9999-12-31,ECO-2023-0324
BOM-50481,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-PCB-0252,main logic board assembly 153,PCBA,1,EA,P07,0000105006,2024-08-15,9999-12-31,ECO-2023-0325
BOM-50482,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-CBL-0257,flex ribbon cable 158,CABLE,1,EA,C08,0000113911,2024-08-15,9999-12-31,ECO-2023-0325
BOM-50483,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-ENC-0262,machined housing 163,ENCLOSURE,1,EA,E09,0000122816,2024-08-15,9999-12-31,ECO-2023-0325
BOM-50484,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-DSP-0267,OLED display module 168,DISPLAY,1,EA,D10,0000134461,2024-08-15,9999-12-31,ECO-2023-0325
BOM-50485,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-ADH-0272,structural adhesive 173,ADHESIVE,1,GR,A11,0000113226,2024-08-15,9999-12-31,ECO-2023-0325
BOM-50486,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-CAM-0277,camera module 178,CAMERA,8,EA,C12,0000122131,2024-08-15,9999-12-31,ECO-2023-0325
BOM-50487,HLOB2P,Meridian Halo Buds 2 Pro Black,1,CMP-BAT-0282,Li-ion battery pack 183,BATTERY,8,EA,B13,,2024-08-15,9999-12-31,ECO-2023-0326
BOM-50488,HLOB2P,Meridian Halo Buds 2 Pro Black,2,CMP-FST-0287,torx screw 188,FASTENER,6,EA,F14,0000112541,2024-08-15,9999-12-31,ECO-2023-0326
BOM-50489,HLOB2P,Meridian Halo Buds 2 Pro Black,3,CMP-PCB-0292,main logic board assembly 185,PCBA,2,EA,P15,0000121446,2024-08-15,9999-12-31,ECO-2023-0326
BOM-50490,HLOB2P,Meridian Halo Buds 2 Pro Black,2,CMP-CBL-0297,flex ribbon cable 198,CABLE,1,EA,C16,0000133091,2024-08-15,9999-12-31,ECO-2023-0326
BOM-50491,HLOMX,Meridian Halo Max Black,1,CMP-FST-0239,torx screw 140,FASTENER,8,EA,F01,0000109253,2023-05-15,9999-12-31,ECO-2024-0331
BOM-50492,HLOMX,Meridian Halo Max Black,1,CMP-PCB-0244,main logic board assembly 145,PCBA,8,EA,P02,0000118158,2023-05-15,9999-12-31,ECO-2024-0331
BOM-50493,HLOMX,Meridian Halo Max Black,1,CMP-CBL-0249,flex ribbon cable 150,CABLE,8,EA,C03,0000127063,2023-05-15,9999-12-31,ECO-2024-0331
BOM-50494,HLOMX,Meridian Halo Max Black,1,CMP-ENC-0254,machined housing 155,ENCLOSURE,1,EA,E04,0000108568,2023-05-15,9999-12-31,ECO-2024-0331
BOM-50495,HLOMX,Meridian Halo Max Black,1,CMP-DSP-0259,OLED display module 160,DISPLAY,1,EA,D05,0000117473,2023-05-15,9999-12-31,ECO-2024-0331
BOM-50496,HLOMX,Meridian Halo Max Black,1,CMP-ADH-0264,structural adhesive 165,ADHESIVE,8,ML,A06,0000126378,2023-05-15,9999-12-31,ECO-2024-0331
BOM-50497,HLOMX,Meridian Halo Max Black,1,CMP-CAM-0269,camera module 170,CAMERA,1,EA,C07,0000107883,2023-05-15,9999-12-31,ECO-2024-0332
BOM-50498,HLOMX,Meridian Halo Max Black,1,CMP-BAT-0274,Li-ion battery pack 167,BATTERY,1,EA,B08,0000116788,2023-05-15,9999-12-31,ECO-2024-0332
BOM-50499,HLOMX,Meridian Halo Max Black,1,CMP-FST-0279,torx screw 180,FASTENER,8,EA,F09,0000125693,2023-05-15,9999-12-31,ECO-2024-0332
BOM-50500,HLOMX,Meridian Halo Max Black,1,CMP-PCB-0284,main logic board assembly 185,PCBA,4,EA,P10,0000107198,2023-05-15,9999-12-31,ECO-2024-0332
BOM-50501,HLOMX,Meridian Halo Max Black,1,CMP-CBL-0289,flex ribbon cable 190,CABLE,1,EA,C11,0000116103,2023-05-15,9999-12-31,ECO-2024-0332
BOM-50502,HLOMX,Meridian Halo Max Black,1,CMP-ENC-0294,machined housing 195,ENCLOSURE,2,EA,E12,0000125008,2023-05-15,9999-12-31,ECO-2024-0332
BOM-50503,HLOMX,Meridian Halo Max Black,1,CMP-DSP-0299,OLED display module 200,DISPLAY,1,EA,D13,0000106513,2023-05-15,9999-12-31,ECO-2024-0333
BOM-50504,HLOMX,Meridian Halo Max Black,1,CMP-ADH-0304,structural adhesive 205,ADHESIVE,1,ML,A14,0000115418,2023-05-15,9999-12-31,ECO-2024-0333
BOM-50505,HLOMX,Meridian Halo Max Black,3,CMP-CAM-0309,camera module 210,CAMERA,1,EA,C15,0000124323,2023-05-15,9999-12-31,ECO-2024-0333
BOM-50506,HLOMX,Meridian Halo Max Black,2,CMP-BAT-0314,Li-ion battery pack 215,BATTERY,8,EA,B16,0000105828,2023-05-15,9999-12-31,ECO-2024-0333
BOM-50507,HLOMX,Meridian Halo Max Black,2,CMP-FST-0319,torx screw 212,FASTENER,13,EA,F17,0000114733,2023-05-15,9999-12-31,ECO-2024-0333
BOM-50508,HLOMN,Meridian Halo Mini Black,1,CMP-ADH-0256,structural adhesive 149,ADHESIVE,2,ML,A01,0000112130,2023-09-15,2026-12-31,ECO-2025-0338
BOM-50509,HLOMN,Meridian Halo Mini Black,1,CMP-CAM-0261,camera module 162,CAMERA,4,EA,C02,0000121035,2023-09-15,9999-12-31,ECO-2025-0338
BOM-50510,HLOMN,Meridian Halo Mini Black,1,CMP-BAT-0266,Li-ion battery pack 167,BATTERY,1,EA,B03,0000132680,2023-09-15,9999-12-31,ECO-2025-0338
BOM-50511,HLOMN,Meridian Halo Mini Black,1,CMP-FST-0271,torx screw 172,FASTENER,6,EA,F04,0000111445,2023-09-15,9999-12-31,ECO-2025-0338
BOM-50512,HLOMN,Meridian Halo Mini Black,1,CMP-PCB-0276,main logic board assembly 177,PCBA,8,EA,P05,0000120350,2023-09-15,9999-12-31,ECO-2025-0338
BOM-50513,HLOMN,Meridian Halo Mini Black,1,CMP-CBL-0281,flex ribbon cable 182,CABLE,8,EA,C06,0000131995,2023-09-15,9999-12-31,ECO-2025-0338
BOM-50514,HLOMN,Meridian Halo Mini Black,1,CMP-ENC-0286,machined housing 187,ENCLOSURE,2,EA,E07,0000110760,2023-09-15,9999-12-31,ECO-2025-0339
BOM-50515,HLOMN,Meridian Halo Mini Black,1,CMP-DSP-0291,OLED display module 192,DISPLAY,4,EA,D08,0000119665,2023-09-15,9999-12-31,ECO-2025-0339
BOM-50516,HLOMN,Meridian Halo Mini Black,1,CMP-ADH-0296,structural adhesive 197,ADHESIVE,2,GR,A09,0000128570,2023-09-15,9999-12-31,ECO-2025-0339
BOM-50517,HLOMN,Meridian Halo Mini Black,1,CMP-CAM-0301,camera module 194,CAMERA,1,EA,C10,0000110075,2023-09-15,9999-12-31,ECO-2025-0339
BOM-50518,HLOMN,Meridian Halo Mini Black,1,CMP-BAT-0306,Li-ion battery pack 207,BATTERY,2,EA,B11,0000118980,2023-09-15,9999-12-31,ECO-2025-0339
BOM-50519,HLOMN,Meridian Halo Mini Black,1,CMP-FST-0311,torx screw 212,FASTENER,11,EA,F12,0000127885,2023-09-15,9999-12-31,ECO-2025-0339
BOM-50520,HLOMN,Meridian Halo Mini Black,1,CMP-PCB-0316,main logic board assembly 217,PCBA,1,EA,P13,0000109390,2023-09-15,9999-12-31,ECO-2025-0340
BOM-50521,HLOMN,Meridian Halo Mini Black,1,CMP-CBL-0321,flex ribbon cable 222,CABLE,1,EA,C14,0000118295,2023-09-15,9999-12-31,ECO-2025-0340
BOM-50522,HLOMN,Meridian Halo Mini Black,1,CMP-ENC-0326,machined housing 227,ENCLOSURE,4,EA,E15,0000127200,2023-09-15,9999-12-31,ECO-2025-0340
BOM-50523,HLOMN,Meridian Halo Mini Black,2,CMP-DSP-0331,OLED display module 232,DISPLAY,2,EA,D16,0000108705,2023-09-15,9999-12-31,ECO-2025-0340
BOM-50524,HLOMN,Meridian Halo Mini Black,2,CMP-ADH-0336,structural adhesive 237,ADHESIVE,2,GR,A17,0000117610,2023-09-15,9999-12-31,ECO-2025-0340
BOM-50525,HLOMN,Meridian Halo Mini Black,3,CMP-CAM-0341,camera module 242,CAMERA,2,EA,C18,0000126515,2023-09-15,9999-12-31,ECO-2025-0340
BOM-50526,HLOSB,Meridian Halo Soundbar Black,1,CMP-CBL-0273,flex ribbon cable 174,CABLE,1,EA,C01,0000115007,2022-06-15,9999-12-31,ECO-2026-0345
BOM-50527,HLOSB,Meridian Halo Soundbar Black,1,CMP-ENC-0278,machined housing 179,ENCLOSURE,8,EA,E02,0000123912,2022-06-15,9999-12-31,ECO-2026-0345
BOM-50528,HLOSB,Meridian Halo Soundbar Black,1,CMP-DSP-0283,OLED display module 176,DISPLAY,1,EA,D03,0000105417,2022-06-15,9999-12-31,ECO-2026-0345
BOM-50529,HLOSB,Meridian Halo Soundbar Black,1,CMP-ADH-0288,structural adhesive 189,ADHESIVE,2,GR,A04,0000114322,2022-06-15,9999-12-31,ECO-2026-0345
BOM-50530,HLOSB,Meridian Halo Soundbar Black,1,CMP-CAM-0293,camera module 194,CAMERA,4,EA,C05,0000123227,2022-06-15,9999-12-31,ECO-2026-0345
BOM-50531,HLOSB,Meridian Halo Soundbar Black,1,CMP-BAT-0298,Li-ion battery pack 199,BATTERY,2,EA,B06,0000104732,2022-06-15,9999-12-31,ECO-2026-0345
BOM-50532,HLOSB,Meridian Halo Soundbar Black,1,CMP-FST-0303,torx screw 204,FASTENER,6,EA,F07,0000113637,2022-06-15,9999-12-31,ECO-2026-0346
BOM-50533,HLOSB,Meridian Halo Soundbar Black,1,CMP-PCB-0308,main logic board assembly 209,PCBA,1,EA,P08,0000122542,2022-06-15,9999-12-31,ECO-2026-0346
BOM-50534,HLOSB,Meridian Halo Soundbar Black,1,CMP-CBL-0313,flex ribbon cable 214,CABLE,8,EA,C09,,2022-06-15,9999-12-31,ECO-2026-0346
BOM-50535,HLOSB,Meridian Halo Soundbar Black,2,CMP-ENC-0318,machined housing 219,ENCLOSURE,1,EA,E10,0000112952,2022-06-15,9999-12-31,ECO-2026-0346
BOM-50536,HLOSB,Meridian Halo Soundbar Black,2,CMP-DSP-0323,OLED display module 224,DISPLAY,1,EA,D11,0000121857,2022-06-15,9999-12-31,ECO-2026-0346
BOM-50537,HLOSB,Meridian Halo Soundbar Black,3,CMP-ADH-0328,structural adhesive 221,ADHESIVE,4,GR,A12,0000133502,2022-06-15,9999-12-31,ECO-2026-0346
BOM-50538,HLOST,Meridian Halo Studio Black,1,CMP-BAT-0290,Li-ion battery pack 191,BATTERY,8,EA,B01,0000117884,2025-03-15,9999-12-31,ECO-2023-0352
BOM-50539,HLOST,Meridian Halo Studio Black,1,CMP-FST-0295,torx screw 196,FASTENER,12,EA,F02,0000126789,2025-03-15,9999-12-31,ECO-2023-0352
BOM-50540,HLOST,Meridian Halo Studio Black,1,CMP-PCB-0300,main logic board assembly 201,PCBA,1,EA,P03,0000108294,2025-03-15,9999-12-31,ECO-2023-0352
BOM-50541,HLOST,Meridian Halo Studio Black,1,CMP-CBL-0305,flex ribbon cable 206,CABLE,4,EA,C04,0000117199,2025-03-15,9999-12-31,ECO-2023-0352
BOM-50542,HLOST,Meridian Halo Studio Black,1,CMP-ENC-0310,machined housing 203,ENCLOSURE,1,EA,E05,0000126104,2025-03-15,9999-12-31,ECO-2023-0352
BOM-50543,HLOST,Meridian Halo Studio Black,1,CMP-DSP-0315,OLED display module 216,DISPLAY,2,EA,D06,0000107609,2025-03-15,9999-12-31,ECO-2023-0352
BOM-50544,HLOST,Meridian Halo Studio Black,1,CMP-ADH-0320,structural adhesive 221,ADHESIVE,2,GR,A07,0000116514,2025-03-15,9999-12-31,ECO-2023-0353
BOM-50545,HLOST,Meridian Halo Studio Black,1,CMP-CAM-0325,camera module 226,CAMERA,8,EA,C08,0000125419,2025-03-15,9999-12-31,ECO-2023-0353
BOM-50546,HLOST,Meridian Halo Studio Black,1,CMP-BAT-0330,Li-ion battery pack 231,BATTERY,1,EA,B09,0000106924,2025-03-15,9999-12-31,ECO-2023-0353
BOM-50547,HLOST,Meridian Halo Studio Black,1,CMP-FST-0335,torx screw 236,FASTENER,6,EA,F10,0000115829,2025-03-15,9999-12-31,ECO-2023-0353
BOM-50548,HLOST,Meridian Halo Studio Black,2,CMP-PCB-0340,main logic board assembly 241,PCBA,1,EA,P11,0000124734,2025-03-15,9999-12-31,ECO-2023-0353
BOM-50549,HLOST,Meridian Halo Studio Black,3,CMP-CBL-0345,flex ribbon cable 246,CABLE,1,EA,C12,0000106239,2025-03-15,9999-12-31,ECO-2023-0353
BOM-50550,HLOST,Meridian Halo Studio Black,2,CMP-ENC-0350,machined housing 251,ENCLOSURE,1,EA,E13,0000115144,2025-03-15,9999-12-31,ECO-2023-0354
BOM-50551,HLOGO,Meridian Halo Go Black,1,CMP-DSP-0307,OLED display module 208,DISPLAY,8,EA,D01,0000120761,2023-07-15,9999-12-31,ECO-2024-0359
BOM-50552,HLOGO,Meridian Halo Go Black,1,CMP-ADH-0312,structural adhesive 213,ADHESIVE,4,GR,A02,0000132406,2023-07-15,9999-12-31,ECO-2024-0359
BOM-50553,HLOGO,Meridian Halo Go Black,1,CMP-CAM-0317,camera module 218,CAMERA,1,EA,C03,0000111171,2023-07-15,9999-12-31,ECO-2024-0359
BOM-50554,HLOGO,Meridian Halo Go Black,1,CMP-BAT-0322,Li-ion battery pack 223,BATTERY,1,EA,B04,0000120076,2023-07-15,9999-12-31,ECO-2024-0359
BOM-50555,HLOGO,Meridian Halo Go Black,1,CMP-FST-0327,torx screw 228,FASTENER,9,EA,F05,0000128981,2023-07-15,9999-12-31,ECO-2024-0359
BOM-50556,HLOGO,Meridian Halo Go Black,1,CMP-PCB-0332,main logic board assembly 233,PCBA,8,EA,P06,0000110486,2023-07-15,9999-12-31,ECO-2024-0359
BOM-50557,HLOGO,Meridian Halo Go Black,1,CMP-CBL-0337,flex ribbon cable 230,CABLE,2,EA,C07,0000119391,2023-07-15,9999-12-31,ECO-2024-0360
BOM-50558,HLOGO,Meridian Halo Go Black,1,CMP-ENC-0342,machined housing 243,ENCLOSURE,1,EA,E08,0000128296,2023-07-15,9999-12-31,ECO-2024-0360
BOM-50559,HLOGO,Meridian Halo Go Black,1,CMP-DSP-0347,OLED display module 248,DISPLAY,2,EA,D09,0000109801,2023-07-15,2026-12-31,ECO-2024-0360
BOM-50560,HLOGO,Meridian Halo Go Black,1,CMP-ADH-0352,structural adhesive 253,ADHESIVE,8,GR,A10,0000118706,2023-07-15,9999-12-31,ECO-2024-0360
BOM-50561,HLOGO,Meridian Halo Go Black,1,CMP-CAM-0357,camera module 258,CAMERA,8,EA,C11,0000127611,2023-07-15,9999-12-31,ECO-2024-0360
BOM-50562,HLOGO,Meridian Halo Go Black,3,CMP-BAT-0362,Li-ion battery pack 263,BATTERY,1,EA,B12,0000109116,2023-07-15,9999-12-31,ECO-2024-0360
BOM-50563,HLOGO,Meridian Halo Go Black,2,CMP-FST-0367,torx screw 268,FASTENER,14,EA,F13,0000118021,2023-07-15,2026-12-31,ECO-2024-0361
BOM-50564,HLOGO,Meridian Halo Go Black,2,CMP-PCB-0372,main logic board assembly 273,PCBA,1,EA,P14,0000126926,2023-07-15,9999-12-31,ECO-2024-0361
BOM-50565,HLOA1,Meridian Halo Arc Black,1,CMP-PCB-0324,main logic board assembly 225,PCBA,8,EA,P01,0000123638,2022-04-15,9999-12-31,ECO-2025-0366
BOM-50566,HLOA1,Meridian Halo Arc Black,1,CMP-CBL-0329,flex ribbon cable 230,CABLE,2,EA,C02,0000105143,2022-04-15,9999-12-31,ECO-2025-0366
BOM-50567,HLOA1,Meridian Halo Arc Black,1,CMP-ENC-0334,machined housing 235,ENCLOSURE,4,EA,E03,0000114048,2022-04-15,9999-12-31,ECO-2025-0366
BOM-50568,HLOA1,Meridian Halo Arc Black,1,CMP-DSP-0339,OLED display module 240,DISPLAY,1,EA,D04,0000122953,2022-04-15,9999-12-31,ECO-2025-0366
BOM-50569,HLOA1,Meridian Halo Arc Black,1,CMP-ADH-0344,structural adhesive 245,ADHESIVE,1,GR,A05,,2022-04-15,9999-12-31,ECO-2025-0366
BOM-50570,HLOA1,Meridian Halo Arc Black,1,CMP-CAM-0349,camera module 250,CAMERA,1,EA,C06,0000113363,2022-04-15,9999-12-31,ECO-2025-0366
BOM-50571,HLOA1,Meridian Halo Arc Black,1,CMP-BAT-0354,Li-ion battery pack 255,BATTERY,4,EA,B07,0000122268,2022-04-15,9999-12-31,ECO-2025-0367
BOM-50572,HLOA1,Meridian Halo Arc Black,1,CMP-FST-0359,torx screw 260,FASTENER,12,EA,F08,0000133913,2022-04-15,9999-12-31,ECO-2025-0367
BOM-50573,HLOA1,Meridian Halo Arc Black,1,CMP-PCB-0364,main logic board assembly 257,PCBA,8,EA,P09,0000112678,2022-04-15,9999-12-31,ECO-2025-0367
BOM-50574,HLOA1,Meridian Halo Arc Black,1,CMP-CBL-0369,flex ribbon cable 270,CABLE,1,EA,C10,0000121583,2022-04-15,2026-12-31,ECO-2025-0367
BOM-50575,HLOA1,Meridian Halo Arc Black,1,CMP-ENC-0374,machined housing 275,ENCLOSURE,1,EA,E11,0000133228,2022-04-15,9999-12-31,ECO-2025-0367
BOM-50576,HLOA1,Meridian Halo Arc Black,1,CMP-DSP-0379,OLED display module 280,DISPLAY,2,EA,D12,0000111993,2022-04-15,2026-12-31,ECO-2025-0367
BOM-50577,HLOA1,Meridian Halo Arc Black,2,CMP-ADH-0384,structural adhesive 285,ADHESIVE,2,ML,A13,0000120898,2022-04-15,9999-12-31,ECO-2025-0368
