ACN,DATE,LOCAL TIME OF DAY,PLACE.LOCALE REFERENCE,STATE REFERENCE,AIRCRAFT 1 MAKE MODEL,AIRCRAFT 1 OPERATOR,FLIGHT PHASE,ALTITUDE.AGL.SINGLE VALUE,NARRATIVE,SYNOPSIS
1513295,202401,1201-1800,BOS.Airport,MA,Cessna 208 CARAVAN,US Department of the Interior,Climb,2680,"While in climb out of BOS, the crew of a Cessna 208 CARAVAN, tail number N2605Q, experienced a wake turbulence encounter. The aircraft was operated by US Department of the Interior and was at 2680 ft AGL when the event began. The aircraft diverted and maintenance inspected the system.",Cessna 208 CARAVAN reported a wake turbulence encounter during climb near BOS.
1513380,199701,0601-1200,MSP.Airport,MN,Small Aircraft,Fractional,Initial Climb,8102,"During initial climb near MSP, we experienced a wake turbulence encounter. The first officer noticed the discrepancy during the checklist flow. The crew returned to the departure airport as a precaution.",Small Aircraft flight crew reported a wake turbulence encounter near MSP.
1513468,202310,1801-2400,DAL.Airport,TX,Light Transport,Air Carrier,Descent,1170m,"During descent near DAL, we experienced smoke in the cockpit. ATC issued a traffic alert and the crew initiated an immediate climb.",Light Transport flight crew reported smoke in the cockpit near DAL.
1513484,200909,1801-2400,MKE.Airport,WI,Cessna 210L,Private Individual,Descent,8054,"While in descent into MKE, the crew of a Cessna 210L, tail number N18856, experienced a gear indication anomaly. The aircraft was operated by Private Individual and was at 8054 ft AGL when the event began. Company maintenance was contacted and a logbook entry was made.",Cessna 210L reported a gear indication anomaly during descent near MKE.
1513528,201811,0601-1200,MSY.Airport,LA,De Havilland DHC-8-402,FedEx Express,Initial Approach,656,"While in initial approach into MSY, the crew of a De Havilland DHC-8-402, tail number N83633, experienced a partial loss of engine power. The aircraft was operated by FedEx Express and was at 656 ft AGL when the event began.",De Havilland DHC-8-402 reported a partial loss of engine power during initial approach near MSY.
1513553,202008,0601-1200,DSM.Airport,IA,Cessna CITATION CJ3,Bank of Utah Trustee,Descent,12806,"While in descent into DSM, the crew of a Cessna CITATION CJ3, tail number N897JR, experienced a partial loss of engine power. The aircraft was operated by Bank of Utah Trustee and was at 12806 ft AGL when the event began. The controller advised of opposite direction traffic at the same altitude. The aircraft landed without further incident.",Cessna CITATION CJ3 reported a partial loss of engine power during descent near DSM.
1513621,200508,0601-1200,BUR.Airport,CA,Small Aircraft,Fractional,Descent,4744,"During descent near BUR, we experienced a gear indication anomaly. A flight attendant reported an unusual odor in the aft cabin.",Small Aircraft flight crew reported a gear indication anomaly near BUR.
1513656,201705,0001-0600,SYR.Airport,NY,Light Transport,Corporate,Landing,690,"During landing near SYR, we experienced a wake turbulence encounter. The controller advised of opposite direction traffic at the same altitude.",Light Transport flight crew reported a wake turbulence encounter near SYR.
1513687,202209,0001-0600,SNA.Airport,CA,Cessna 208B,State of Alaska,Final Approach,4029,"While in final approach out of SNA, the crew of a Cessna 208B, tail number N4848G, experienced an unstabilized approach. The aircraft was operated by State of Alaska and was at 4029 ft AGL when the event began.",Cessna 208B reported an unstabilized approach during final approach near SNA.
1513716,202304,0601-1200,RDU.Airport,NC,Cirrus SR20,Textron Aviation,Initial Climb,4801,"While in initial climb into RDU, the crew of a Cirrus SR20, tail number N630KM, experienced a pitot static anomaly. The aircraft was operated by Textron Aviation and was at 4801 ft AGL when the event began. The crew reviewed the chart and identified the published restriction.",Cirrus SR20 reported a pitot static anomaly during initial climb near RDU.
1513727,202409,1201-1800,PIT.Airport,PA,Mooney M20K,Private Individual,Final Approach,1794m,"While in final approach out of PIT, the crew of a Mooney M20K, tail number N59271, experienced a loss of separation. The aircraft was operated by Private Individual and was at 1794m AGL when the event began. Company maintenance was contacted and a logbook entry was made.",Mooney M20K reported a loss of separation during final approach near PIT.
1513824,201909,1801-2400,PWM.Airport,ME,Light Transport,Air Carrier,Initial Climb,4756,"During initial climb near PWM, we experienced an unstabilized approach. ATC issued a traffic alert and the crew initiated an immediate climb. The flight continued to the destination and landed uneventfully.",Light Transport flight crew reported an unstabilized approach near PWM.
1513835,201805,0601-1200,MHT.Airport,NH,Medium Large Transport,Fractional,Initial Climb,4545,"During initial climb near MHT, we experienced a wake turbulence encounter. ATC issued a traffic alert and the crew initiated an immediate climb.",Medium Large Transport flight crew reported a wake turbulence encounter near MHT.
1513854,200701,1201-1800,ABQ.Airport,NM,Bell 212,Northern Lights Heli Services,Takeoff,293,"While in takeoff out of ABQ, the crew of a Bell 212, tail number N41780, experienced a gear indication anomaly. The aircraft was operated by Northern Lights Heli Services and was at 293 ft AGL when the event began. The first officer noticed the discrepancy during the checklist flow. The aircraft landed without further incident.",Bell 212 reported a gear indication anomaly during takeoff near ABQ.
1513935,201103,0601-1200,HNL.Airport,HI,Robinson R44 II,Blueridge Helicopters,Climb,,"While in climb out of HNL, the crew of a Robinson R44 II, tail number N343TT, experienced an unstabilized approach. The aircraft was operated by Blueridge Helicopters and was at low altitude when the event began.",Robinson R44 II reported an unstabilized approach during climb near HNL.
1513969,201709,1801-2400,BIL.Airport,MT,Cessna CITATION CJ4,Bank of Utah Trustee,Initial Approach,4862,"While in initial approach out of BIL, the crew of a Cessna CITATION CJ4, tail number N64TU, experienced a loss of separation. The aircraft was operated by Bank of Utah Trustee and was at 4862 ft AGL when the event began. The crew reviewed the chart and identified the published restriction.",Cessna CITATION CJ4 reported a loss of separation during initial approach near BIL.
1514043,199908,1801-2400,RDU.Airport,NC,Medium Large Transport,Fractional,Climb,4047,"During climb near RDU, we experienced a flap asymmetry indication. ATC issued a traffic alert and the crew initiated an immediate climb. The aircraft landed without further incident.",Medium Large Transport flight crew reported a flap asymmetry indication near RDU.
1514086,202006,1201-1800,OMA.Airport,NE,Light Transport,Personal,Landing,145,"During landing near OMA, we experienced a flap asymmetry indication. The autopilot was disengaged and the aircraft was hand flown.",Light Transport flight crew reported a flap asymmetry indication near OMA.
1514107,201610,0001-0600,SAN.Airport,CA,Piper PA-32R-301,Private Individual,Descent,868m,"While in descent out of SAN, the crew of a Piper PA-32R-301, tail number N10318, experienced an altitude deviation. The aircraft was operated by Private Individual and was at 868m AGL when the event began. ATC issued a traffic alert and the crew initiated an immediate climb. The flight continued to the destination and landed uneventfully.",Piper PA-32R-301 reported an altitude deviation during descent near SAN.
1514175,202002,0601-1200,MKE.Airport,WI,Cessna 182T,Private Individual,Cruise,17379,"While in cruise out of MKE, the crew of a Cessna 182T, tail number N806FB, experienced a runway incursion. The aircraft was operated by Private Individual and was at 17379 ft AGL when the event began. Weather at the field was marginal VFR with gusting crosswinds. The crew returned to the departure airport as a precaution.",Cessna 182T reported a runway incursion during cruise near MKE.
1514257,199612,0601-1200,SNA.Airport,CA,Beechcraft A36,Private Individual,Final Approach,3142,"While in final approach into SNA, the crew of a Beechcraft A36, tail number N7236U, experienced a wake turbulence encounter. The aircraft was operated by Private Individual and was at 3142 ft AGL when the event began. A flight attendant reported an unusual odor in the aft cabin.",Beechcraft A36 reported a wake turbulence encounter during final approach near SNA.
1514306,201310,0001-0600,DEN.Airport,CO,Medium Large Transport,Corporate,Landing,241,"During landing near DEN, we experienced a flap asymmetry indication. The autopilot was disengaged and the aircraft was hand flown.",Medium Large Transport flight crew reported a flap asymmetry indication near DEN.
1514350,200806,1201-1800,FAI.Airport,AK,Light Transport,Corporate,Final Approach,8409,"During final approach near FAI, we experienced an unstabilized approach. ATC issued a traffic alert and the crew initiated an immediate climb.",Light Transport flight crew reported an unstabilized approach near FAI.
1514398,202309,0001-0600,IAD.Airport,VA,Cirrus SR20,Private Individual,Climb,1510,"While in climb out of IAD, the crew of a Cirrus SR20, tail number N48672, experienced a TCAS resolution advisory. The aircraft was operated by Private Individual and was at 1510 ft AGL when the event began. ATC issued a traffic alert and the crew initiated an immediate climb.",Cirrus SR20 reported a TCAS resolution advisory during climb near IAD.
1514411,202311,0601-1200,FLL.Airport,FL,Cessna CITATION CJ3,Meridian Air Charters,Cruise,6568,"While in cruise into FLL, the crew of a Cessna CITATION CJ3, tail number N4013L, experienced an altitude deviation. The aircraft was operated by Meridian Air Charters and was at 6568 ft AGL when the event began. ATC issued a traffic alert and the crew initiated an immediate climb.",Cessna CITATION CJ3 reported an altitude deviation during cruise near FLL.
1514454,202502,1801-2400,PVD.Airport,RI,Beechcraft A36,Private Individual,Final Approach,823,"While in final approach out of PVD, the crew of a Beechcraft A36, tail number N3650D, experienced an altitude deviation. The aircraft was operated by Private Individual and was at 823 ft AGL when the event began. The crew returned to the departure airport as a precaution.",Beechcraft A36 reported an altitude deviation during final approach near PVD.
1514512,200409,1801-2400,OMA.Airport,NE,Small Aircraft,Corporate,Descent,936m,"During descent near OMA, we experienced a runway incursion. The controller advised of opposite direction traffic at the same altitude. The crew returned to the departure airport as a precaution.",Small Aircraft flight crew reported a runway incursion near OMA.
1514565,200606,0001-0600,SMF.Airport,CA,Light Transport,Corporate,Final Approach,5304,"During final approach near SMF, we experienced a loss of separation. The controller advised of opposite direction traffic at the same altitude. The aircraft landed without further incident.",Light Transport flight crew reported a loss of separation near SMF.
1514653,199607,0601-1200,JAX.Airport,FL,Cirrus SR22,Textron Aviation,Climb,7181,"While in climb out of JAX, the crew of a Cirrus SR22, tail number N63NQ, experienced a wake turbulence encounter. The aircraft was operated by Textron Aviation and was at 7181 ft AGL when the event began. The flight continued to the destination and landed uneventfully.",Cirrus SR22 reported a wake turbulence encounter during climb near JAX.
1514675,202206,0601-1200,BIL.Airport,MT,Boeing 727-200,UPS Airlines,Initial Approach,3362,"While in initial approach out of BIL, the crew of a Boeing 727-200, tail number N80KP, experienced a TCAS resolution advisory. The aircraft was operated by UPS Airlines and was at 3362 ft AGL when the event began. The crew returned to the departure airport as a precaution.",Boeing 727-200 reported a TCAS resolution advisory during initial approach near BIL.
1514688,201609,1801-2400,MIA.Airport,FL,Embraer 175,Delta Air Lines,Landing,460,"While in landing into MIA, the crew of a Embraer 175, tail number N80559, experienced a fuel imbalance. The aircraft was operated by Delta Air Lines and was at 460 ft AGL when the event began. ATC issued a traffic alert and the crew initiated an immediate climb. The flight continued to the destination and landed uneventfully.",Embraer 175 reported a fuel imbalance during landing near MIA.
1514726,200610,0601-1200,CLT.Airport,NC,Small Aircraft,Personal,Cruise,4113,"During cruise near CLT, we experienced a partial loss of engine power. The autopilot was disengaged and the aircraft was hand flown. The aircraft diverted and maintenance inspected the system.",Small Aircraft flight crew reported a partial loss of engine power near CLT.
1514817,200305,0601-1200,MSP.Airport,MN,Light Transport,Air Carrier,Landing,665,"During landing near MSP, we experienced a gear indication anomaly. A flight attendant reported an unusual odor in the aft cabin. The crew returned to the departure airport as a precaution.",Light Transport flight crew reported a gear indication anomaly near MSP.
1514886,200512,1801-2400,HNL.Airport,HI,Bell 212,High Plains Crop Dusting,Final Approach,1611,"While in final approach into HNL, the crew of a Bell 212, tail number N3772A, experienced an unstabilized approach. The aircraft was operated by High Plains Crop Dusting and was at 1611 ft AGL when the event began.",Bell 212 reported an unstabilized approach during final approach near HNL.
1514962,201308,0601-1200,BUR.Airport,CA,Beechcraft BARON / 55 BARON,Bank of Utah Trustee,Descent,1399m,"While in descent into BUR, the crew of a Beechcraft BARON / 55 BARON, tail number N345LC, experienced a pitot static anomaly. The aircraft was operated by Bank of Utah Trustee and was at 1399m AGL when the event began.",Beechcraft BARON / 55 BARON reported a pitot static anomaly during descent near BUR.
1515025,201012,1201-1800,LNK.Airport,NE,Cessna 208B,United Parcel Service,Initial Climb,845,"While in initial climb into LNK, the crew of a Cessna 208B, tail number N204NF, experienced a partial loss of engine power. The aircraft was operated by United Parcel Service and was at 845 ft AGL when the event began. The first officer noticed the discrepancy during the checklist flow. The crew returned to the departure airport as a precaution.",Cessna 208B reported a partial loss of engine power during initial climb near LNK.
1515082,199405,1801-2400,BDL.Airport,CT,Medium Large Transport,Air Carrier,Landing,306,"During landing near BDL, we experienced an airspace incursion. A flight attendant reported an unusual odor in the aft cabin.",Medium Large Transport flight crew reported an airspace incursion near BDL.
1515106,199311,0601-1200,JFK.Airport,NY,Light Transport,Air Carrier,Taxi,540,"During taxi near JFK, we experienced a fuel imbalance. The controller advised of opposite direction traffic at the same altitude. The aircraft diverted and maintenance inspected the system.",Light Transport flight crew reported a fuel imbalance near JFK.
1515192,202412,0001-0600,ALB.Airport,NY,Piper PA-31 NAVAJO,Private Individual,Initial Climb,,"While in initial climb into ALB, the crew of a Piper PA-31 NAVAJO, tail number N5009D, experienced a flap asymmetry indication. The aircraft was operated by Private Individual and was at low altitude when the event began.",Piper PA-31 NAVAJO reported a flap asymmetry indication during initial climb near ALB.
1515248,202110,1801-2400,SAV.Airport,GA,Cessna CITATION CJ4,Wells Fargo Trust Co Trustee,Descent,6049,"While in descent into SAV, the crew of a Cessna CITATION CJ4, tail number N32HN, experienced an altitude deviation. The aircraft was operated by Wells Fargo Trust Co Trustee and was at 6049 ft AGL when the event began. The first officer noticed the discrepancy during the checklist flow.",Cessna CITATION CJ4 reported an altitude deviation during descent near SAV.
1515338,200809,0601-1200,RNO.Airport,NV,Robinson R44 II,High Plains Crop Dusting,Takeoff,351,"While in takeoff out of RNO, the crew of a Robinson R44 II, tail number N4121Y, experienced a loss of separation. The aircraft was operated by High Plains Crop Dusting and was at 351 ft AGL when the event began.",Robinson R44 II reported a loss of separation during takeoff near RNO.
1515357,201702,0601-1200,HNL.Airport,HI,Medium Large Transport,Air Carrier,Landing,85,"During landing near HNL, we experienced a fuel imbalance. Weather at the field was marginal VFR with gusting crosswinds.",Medium Large Transport flight crew reported a fuel imbalance near HNL.
1515431,202109,1201-1800,BUR.Airport,CA,Light Transport,Corporate,Takeoff,3155m,"During takeoff near BUR, we experienced a partial loss of engine power. The crew reviewed the chart and identified the published restriction.",Light Transport flight crew reported a partial loss of engine power near BUR.
1515521,202205,0601-1200,DAB.Airport,FL,Cessna 172N,ATP Flight School,Cruise,16299,"While in cruise out of DAB, the crew of a Cessna 172N, tail number N1560Z, experienced an altitude deviation. The aircraft was operated by ATP Flight School and was at 16299 ft AGL when the event began. ATC issued a traffic alert and the crew initiated an immediate climb. The crew returned to the departure airport as a precaution.",Cessna 172N reported an altitude deviation during cruise near DAB.
1515542,200807,1801-2400,BOS.Airport,MA,Boeing 737-8H4,Republic Airways Inc,Takeoff,661,"While in takeoff out of BOS, the crew of a Boeing 737-8H4, tail number N823JG, experienced a pitot static anomaly. The aircraft was operated by Republic Airways Inc and was at 661 ft AGL when the event began. The first officer noticed the discrepancy during the checklist flow.",Boeing 737-8H4 reported a pitot static anomaly during takeoff near BOS.
1515611,201903,1201-1800,BNA.Airport,TN,Cessna 208 CARAVAN,ATP Flight School,Taxi,506,"While in taxi out of BNA, the crew of a Cessna 208 CARAVAN, tail number N5026R, experienced smoke in the cockpit. The aircraft was operated by ATP Flight School and was at 506 ft AGL when the event began. The crew reviewed the chart and identified the published restriction. The crew returned to the departure airport as a precaution.",Cessna 208 CARAVAN reported smoke in the cockpit during taxi near BNA.
1515701,199807,0001-0600,BUR.Airport,CA,Light Transport,Corporate,Taxi,109,"During taxi near BUR, we experienced a TCAS resolution advisory. The crew reviewed the chart and identified the published restriction. The aircraft diverted and maintenance inspected the system.",Light Transport flight crew reported a TCAS resolution advisory near BUR.
1515785,201601,0001-0600,OAK.Airport,CA,Light Transport,Corporate,Cruise,7192,"During cruise near OAK, we experienced a wake turbulence encounter. The crew reviewed the chart and identified the published restriction.",Light Transport flight crew reported a wake turbulence encounter near OAK.
1515839,202101,1201-1800,ABQ.Airport,NM,Piper PA-31 NAVAJO,Private Individual,Landing,421,"While in landing out of ABQ, the crew of a Piper PA-31 NAVAJO, tail number N5826P, experienced a loss of separation. The aircraft was operated by Private Individual and was at 421 ft AGL when the event began. A flight attendant reported an unusual odor in the aft cabin.",Piper PA-31 NAVAJO reported a loss of separation during landing near ABQ.
1515874,201408,1201-1800,SMF.Airport,CA,Cessna 182 SKYLANE,Redwood Med Flight,Initial Climb,3604,"While in initial climb out of SMF, the crew of a Cessna 182 SKYLANE, tail number N7456B, experienced a near midair collision. The aircraft was operated by Redwood Med Flight and was at 3604 ft AGL when the event began.",Cessna 182 SKYLANE reported a near midair collision during initial climb near SMF.
1515955,202007,1201-1800,MKE.Airport,WI,Cessna CITATION EXCEL,Ameriflight,Descent,847m,"While in descent out of MKE, the crew of a Cessna CITATION EXCEL, tail number N44959, experienced an airspace incursion. The aircraft was operated by Ameriflight and was at 847m AGL when the event began.",Cessna CITATION EXCEL reported an airspace incursion during descent near MKE.
1516051,201303,1801-2400,FSD.Airport,SD,Light Transport,Corporate,Initial Approach,5436,"During initial approach near FSD, we experienced an altitude deviation. Weather at the field was marginal VFR with gusting crosswinds. The aircraft diverted and maintenance inspected the system.",Light Transport flight crew reported an altitude deviation near FSD.
1516062,199510,0601-1200,BUF.Airport,NY,Small Aircraft,Fractional,Taxi,55,"During taxi near BUF, we experienced a gear indication anomaly. Weather at the field was marginal VFR with gusting crosswinds. The aircraft diverted and maintenance inspected the system.",Small Aircraft flight crew reported a gear indication anomaly near BUF.
1516109,200202,0601-1200,JAC.Airport,WY,Cirrus SR22,Private Individual,Initial Climb,1126,"While in initial climb out of JAC, the crew of a Cirrus SR22, tail number N7636Y, experienced a gear indication anomaly. The aircraft was operated by Private Individual and was at 1126 ft AGL when the event began. Weather at the field was marginal VFR with gusting crosswinds. The aircraft landed without further incident.",Cirrus SR22 reported a gear indication anomaly during initial climb near JAC.
1516121,200609,1201-1800,TEB.Airport,NJ,Piper PA-28-161,Wells Fargo Trust Co Trustee,Descent,7837,"While in descent into TEB, the crew of a Piper PA-28-161, tail number N95198, experienced a TCAS resolution advisory. The aircraft was operated by Wells Fargo Trust Co Trustee and was at 7837 ft AGL when the event began. Company maintenance was contacted and a logbook entry was made. The aircraft diverted and maintenance inspected the system.",Piper PA-28-161 reported a TCAS resolution advisory during descent near TEB.
1516166,200409,1801-2400,MIA.Airport,FL,Piper PA-28 (ABOVE 200 HP),Ameriflite,Cruise,8531,"While in cruise out of MIA, the crew of a Piper PA-28 (ABOVE 200 HP), tail number N268JC, experienced a TCAS resolution advisory. The aircraft was operated by Ameriflite and was at 8531 ft AGL when the event began. Company maintenance was contacted and a logbook entry was made.",Piper PA-28 (ABOVE 200 HP) reported a TCAS resolution advisory during cruise near MIA.
1516243,201710,1801-2400,OKC.Airport,OK,Small Aircraft,Corporate,Cruise,5717,"During cruise near OKC, we experienced a runway incursion. The crew reviewed the chart and identified the published restriction. The flight continued to the destination and landed uneventfully.",Small Aircraft flight crew reported a runway incursion near OKC.
1516311,200109,0601-1200,SDF.Airport,KY,Light Transport,Personal,Final Approach,620,"During final approach near SDF, we experienced a TCAS resolution advisory. The controller advised of opposite direction traffic at the same altitude.",Light Transport flight crew reported a TCAS resolution advisory near SDF.
1516383,201208,0001-0600,ORD.Airport,IL,Cirrus SR22,Private Individual,Landing,3112m,"While in landing out of ORD, the crew of a Cirrus SR22, tail number N99WF, experienced a flap asymmetry indication. The aircraft was operated by Private Individual and was at 3112m AGL when the event began. The flight continued to the destination and landed uneventfully.",Cirrus SR22 reported a flap asymmetry indication during landing near ORD.
1516474,202206,0601-1200,BDL.Airport,CT,De Havilland DHC-6-300,Embry-Riddle Aeronautical University,Takeoff,751,"While in takeoff into BDL, the crew of a De Havilland DHC-6-300, tail number N186YE, experienced a loss of separation. The aircraft was operated by Embry-Riddle Aeronautical University and was at 751 ft AGL when the event began. Company maintenance was contacted and a logbook entry was made. The aircraft landed without further incident.",De Havilland DHC-6-300 reported a loss of separation during takeoff near BDL.
1516513,201106,1201-1800,SAN.Airport,CA,Diamond DA40,Private Individual,Cruise,12060,"While in cruise out of SAN, the crew of a Diamond DA40, tail number N75036, experienced a loss of separation. The aircraft was operated by Private Individual and was at 12060 ft AGL when the event began.",Diamond DA40 reported a loss of separation during cruise near SAN.
1516528,199206,1801-2400,CHS.Airport,SC,Medium Large Transport,Fractional,Initial Climb,5642,"During initial climb near CHS, we experienced a pitot static anomaly. The autopilot was disengaged and the aircraft was hand flown.",Medium Large Transport flight crew reported a pitot static anomaly near CHS.
1516587,200808,1201-1800,PHX.Airport,AZ,Light Transport,Fractional,Descent,,"During descent near PHX, we experienced a pitot static anomaly. The crew reviewed the chart and identified the published restriction.",Light Transport flight crew reported a pitot static anomaly near PHX.
1516676,202504,1201-1800,MSP.Airport,MN,Beechcraft 1900D,Meridian Air Charter,Taxi,711,"While in taxi into MSP, the crew of a Beechcraft 1900D, tail number N9605J, experienced an unstabilized approach. The aircraft was operated by Meridian Air Charter and was at 711 ft AGL when the event began.",Beechcraft 1900D reported an unstabilized approach during taxi near MSP.
1516727,200102,0601-1200,SNA.Airport,CA,Beechcraft BARON / 55 BARON,Bank of Utah Trustee,Climb,6887,"While in climb into SNA, the crew of a Beechcraft BARON / 55 BARON, tail number N345LC, experienced a partial loss of engine power. The aircraft was operated by Bank of Utah Trustee and was at 6887 ft AGL when the event began. The crew reviewed the chart and identified the published restriction.",Beechcraft BARON / 55 BARON reported a partial loss of engine power during climb near SNA.
1516807,202110,1201-1800,OGG.Airport,HI,Cirrus SR22T,Private Individual,Taxi,537,"While in taxi out of OGG, the crew of a Cirrus SR22T, tail number N110XE, experienced a pitot static anomaly. The aircraft was operated by Private Individual and was at 537 ft AGL when the event began. A flight attendant reported an unusual odor in the aft cabin. The flight continued to the destination and landed uneventfully.",Cirrus SR22T reported a pitot static anomaly during taxi near OGG.
1516841,201212,1801-2400,AUS.Airport,TX,Light Transport,Personal,Descent,2770m,"During descent near AUS, we experienced a near midair collision. Company maintenance was contacted and a logbook entry was made.",Light Transport flight crew reported a near midair collision near AUS.
1516917,199709,0001-0600,GRR.Airport,MI,Small Aircraft,Personal,Landing,467,"During landing near GRR, we experienced an altitude deviation. The first officer noticed the discrepancy during the checklist flow. The crew returned to the departure airport as a precaution.",Small Aircraft flight crew reported an altitude deviation near GRR.
1516982,201905,0001-0600,OAK.Airport,CA,Piper PA-46-500TP,Ameriflight,Final Approach,6289,"While in final approach out of OAK, the crew of a Piper PA-46-500TP, tail number N46836, experienced a near midair collision. The aircraft was operated by Ameriflight and was at 6289 ft AGL when the event began. Company maintenance was contacted and a logbook entry was made.",Piper PA-46-500TP reported a near midair collision during final approach near OAK.
1517051,200002,0601-1200,JAC.Airport,WY,Piper PA-46-500TP,FedEx Express,Initial Climb,3781,"While in initial climb out of JAC, the crew of a Piper PA-46-500TP, tail number N9254Z, experienced smoke in the cockpit. The aircraft was operated by FedEx Express and was at 3781 ft AGL when the event began. The flight continued to the destination and landed uneventfully.",Piper PA-46-500TP reported smoke in the cockpit during initial climb near JAC.
1517100,200408,0001-0600,MCO.Airport,FL,Diamond DA40,Meridian Air Charter,Initial Approach,2279,"While in initial approach into MCO, the crew of a Diamond DA40, tail number N1905M, experienced an unstabilized approach. The aircraft was operated by Meridian Air Charter and was at 2279 ft AGL when the event began.",Diamond DA40 reported an unstabilized approach during initial approach near MCO.
1517187,200306,1801-2400,MSY.Airport,LA,Medium Large Transport,Fractional,Final Approach,1095,"During final approach near MSY, we experienced an unstabilized approach. The controller advised of opposite direction traffic at the same altitude. The crew returned to the departure airport as a precaution.",Medium Large Transport flight crew reported an unstabilized approach near MSY.
1517208,199707,1801-2400,FLL.Airport,FL,Light Transport,Personal,Taxi,699,"During taxi near FLL, we experienced a TCAS resolution advisory. Company maintenance was contacted and a logbook entry was made. The aircraft diverted and maintenance inspected the system.",Light Transport flight crew reported a TCAS resolution advisory near FLL.
1517293,201601,0001-0600,TPA.Airport,FL,Embraer PHENOM 300,High Plains Crop Dusting,Cruise,11343,"While in cruise out of TPA, the crew of a Embraer PHENOM 300, tail number N224XT, experienced a fuel imbalance. The aircraft was operated by High Plains Crop Dusting and was at 11343 ft AGL when the event began.",Embraer PHENOM 300 reported a fuel imbalance during cruise near TPA.
1517340,202307,1801-2400,MSN.Airport,WI,Cirrus SR22T,Pinnacle Energy Partners,Cruise,3386m,"While in cruise into MSN, the crew of a Cirrus SR22T, tail number N9855P, experienced an unstabilized approach. The aircraft was operated by Pinnacle Energy Partners and was at 3386m AGL when the event began. The autopilot was disengaged and the aircraft was hand flown. The aircraft landed without further incident.",Cirrus SR22T reported an unstabilized approach during cruise near MSN.
1517435,201610,0601-1200,MHT.Airport,NH,Cessna 210L,ATP Flight School,Descent,16533,"While in descent out of MHT, the crew of a Cessna 210L, tail number N323QC, experienced a loss of separation. The aircraft was operated by ATP Flight School and was at 16533 ft AGL when the event began.",Cessna 210L reported a loss of separation during descent near MHT.
1517462,199002,0601-1200,MIA.Airport,FL,Small Aircraft,Personal,Initial Climb,1919,"During initial climb near MIA, we experienced a near midair collision. Company maintenance was contacted and a logbook entry was made.",Small Aircraft flight crew reported a near midair collision near MIA.
1517523,202310,1201-1800,RIC.Airport,VA,Medium Large Transport,Fractional,Landing,685,"During landing near RIC, we experienced a near midair collision. ATC issued a traffic alert and the crew initiated an immediate climb.",Medium Large Transport flight crew reported a near midair collision near RIC.
1517563,202304,1201-1800,SJC.Airport,CA,Boeing 737-8H4,American Airlines,Landing,274,"While in landing out of SJC, the crew of a Boeing 737-8H4, tail number N34056, experienced a wake turbulence encounter. The aircraft was operated by American Airlines and was at 274 ft AGL when the event began. The aircraft landed without further incident.",Boeing 737-8H4 reported a wake turbulence encounter during landing near SJC.
1517651,201603,1801-2400,SEA.Airport,WA,Cirrus SR20,Private Individual,Initial Climb,2501,"While in initial climb out of SEA, the crew of a Cirrus SR20, tail number N247GF, experienced a partial loss of engine power. The aircraft was operated by Private Individual and was at 2501 ft AGL when the event began. The first officer noticed the discrepancy during the checklist flow. The flight continued to the destination and landed uneventfully.",Cirrus SR20 reported a partial loss of engine power during initial climb near SEA.
1517701,200304,0601-1200,JAN.Airport,MS,Boeing 707,UPS Airlines,Initial Climb,3249,"While in initial climb out of JAN, the crew of a Boeing 707, tail number N753KC, experienced a wake turbulence encounter. The aircraft was operated by UPS Airlines and was at 3249 ft AGL when the event began.",Boeing 707 reported a wake turbulence encounter during initial climb near JAN.
1517795,201008,0601-1200,ATL.Airport,GA,Medium Large Transport,Corporate,Taxi,118,"During taxi near ATL, we experienced an altitude deviation. The crew reviewed the chart and identified the published restriction. The crew returned to the departure airport as a precaution.",Medium Large Transport flight crew reported an altitude deviation near ATL.
1517817,201412,0001-0600,PHX.Airport,AZ,Light Transport,Personal,Descent,777m,"During descent near PHX, we experienced an altitude deviation. Weather at the field was marginal VFR with gusting crosswinds. The aircraft landed without further incident.",Light Transport flight crew reported an altitude deviation near PHX.
1517847,201802,0001-0600,JAN.Airport,MS,Cessna 182T,Textron Aviation,Descent,13936,"While in descent into JAN, the crew of a Cessna 182T, tail number N809XB, experienced a pitot static anomaly. The aircraft was operated by Textron Aviation and was at 13936 ft AGL when the event began. The autopilot was disengaged and the aircraft was hand flown. The crew returned to the departure airport as a precaution.",Cessna 182T reported a pitot static anomaly during descent near JAN.
1517923,200411,1201-1800,PDX.Airport,OR,Cessna 421C,Meridian Air Charter,Final Approach,7667,"While in final approach out of PDX, the crew of a Cessna 421C, tail number N931XD, experienced a partial loss of engine power. The aircraft was operated by Meridian Air Charter and was at 7667 ft AGL when the event began.",Cessna 421C reported a partial loss of engine power during final approach near PDX.
1517991,199010,0601-1200,DFW.Airport,TX,Mooney M20R,Private Individual,Initial Approach,5066,"While in initial approach into DFW, the crew of a Mooney M20R, tail number N4985T, experienced a pitot static anomaly. The aircraft was operated by Private Individual and was at 5066 ft AGL when the event began. The flight continued to the destination and landed uneventfully.",Mooney M20R reported a pitot static anomaly during initial approach near DFW.
1518030,200602,0001-0600,PHX.Airport,AZ,Medium Large Transport,Fractional,Taxi,,"During taxi near PHX, we experienced a loss of separation. A flight attendant reported an unusual odor in the aft cabin.",Medium Large Transport flight crew reported a loss of separation near PHX.
